"base_row_id","original_case_key","selected_source_type","selected_source_subtype","selected_variant_tag","source_config_csv","source_run_config_path","source_config_style","resolution_score","source_seed","seed_1","seed_2","seed_3","seed_4"
165,"static_shrink::gausmix::0p25::100::ridge::al::mcmc","static_refresh_compact","current_rhsns_impl_refresh","rhsns_impl_refresh_20260329","/home/jaguir26/local/src/exdqlm__wt__validation_rerun_after_0p4p0_integration/tools/merge_reports/LOCAL_original288_exactspec_multiseed_config_index_20260412.csv","/home/jaguir26/local/src/exdqlm__wt__validation_rerun_after_0p4p0_integration/tools/merge_reports/full288_original288_syncedbase_faithful_replay_20260407/configs/row_0185_run_config.rds","nested",60,206805,206805,206906,207814,216812
166,"static_shrink::gausmix::0p25::100::ridge::al::vb","baseline_original","baseline_original","baseline","/home/jaguir26/local/src/exdqlm__wt__validation_rerun_after_0p4p0_integration/tools/merge_reports/LOCAL_original288_exactspec_multiseed_config_index_20260412.csv","/home/jaguir26/local/src/exdqlm__wt__validation_rerun_after_0p4p0_integration/tools/merge_reports/full288_original288_syncedbase_faithful_replay_20260407/configs/row_0083_run_config.rds","nested",60,196889,196889,196990,197898,206896
167,"static_shrink::gausmix::0p25::100::ridge::exal::mcmc","baseline_original","baseline_original","baseline","/home/jaguir26/local/src/exdqlm__wt__validation_rerun_after_0p4p0_integration/tools/merge_reports/LOCAL_original288_exactspec_multiseed_config_index_20260412.csv","/home/jaguir26/local/src/exdqlm__wt__validation_rerun_after_0p4p0_integration/tools/merge_reports/full288_original288_syncedbase_faithful_replay_20260407/configs/row_0186_run_config.rds","nested",60,217902,217902,218003,218911,227909
168,"static_shrink::gausmix::0p25::100::ridge::exal::vb","static_refresh_compact","current_rhsns_impl_refresh","rhsns_impl_refresh_20260329","/home/jaguir26/local/src/exdqlm__wt__validation_rerun_after_0p4p0_integration/tools/merge_reports/LOCAL_original288_exactspec_multiseed_config_index_20260412.csv","/home/jaguir26/local/src/exdqlm__wt__validation_rerun_after_0p4p0_integration/tools/merge_reports/full288_original288_syncedbase_faithful_replay_20260407/configs/row_0084_run_config.rds","nested",60,207586,207586,207687,208595,217593
169,"static_shrink::gausmix::0p25::1000::rhs_ns::al::mcmc","legacy_mixed_prior_freeze","baseline_original","baseline","/home/jaguir26/local/src/exdqlm__wt__validation_rerun_after_0p4p0_integration/tools/merge_reports/LOCAL_original288_exactspec_multiseed_config_index_20260412.csv","/home/jaguir26/local/src/exdqlm__wt__validation_rerun_after_0p4p0_integration/tools/merge_reports/full288_original288_static_shrink_rhsns_rebuild_20260409/configs/row_0043_run_config.rds","flat",240,2026049431,2026049431,2026049532,2026050440,2026059438
170,"static_shrink::gausmix::0p25::1000::rhs_ns::al::vb","legacy_mixed_prior_freeze","baseline_original","baseline","/home/jaguir26/local/src/exdqlm__wt__validation_rerun_after_0p4p0_integration/tools/merge_reports/LOCAL_original288_exactspec_multiseed_config_index_20260412.csv","/home/jaguir26/local/src/exdqlm__wt__validation_rerun_after_0p4p0_integration/tools/merge_reports/full288_original288_static_shrink_rhsns_rebuild_20260409/configs/row_0007_run_config.rds","flat",240,2026049070,2026049070,2026049171,2026050079,2026059077
171,"static_shrink::gausmix::0p25::1000::rhs_ns::exal::mcmc","rhsns_exal_mcmc_gausmix_stationarity_bridge_20260410","phase1_static_shrink_rhsns_exal_mcmc_gausmix_burn_bridge","orig288_static_shrink_rhsns_exal_mcmc_gausmix_stationarity_bridge_20260410","/home/jaguir26/local/src/exdqlm__wt__validation_rerun_after_0p4p0_integration/tools/merge_reports/LOCAL_original288_exactspec_multiseed_config_index_20260412.csv","/home/jaguir26/local/src/exdqlm__wt__validation_rerun_after_0p4p0_integration/tools/merge_reports/full288_original288_static_shrink_rhsns_exal_mcmc_gausmix_stationarity_bridge_20260410/configs/row_0005_run_config.rds","flat",200,2026045435,2026045435,2026045536,2026046444,2026055442
172,"static_shrink::gausmix::0p25::1000::rhs_ns::exal::vb","legacy_mixed_prior_freeze","current_rhsns_impl_refresh","rhsns_impl_refresh_20260329","/home/jaguir26/local/src/exdqlm__wt__validation_rerun_after_0p4p0_integration/tools/merge_reports/LOCAL_original288_exactspec_multiseed_config_index_20260412.csv","/home/jaguir26/local/src/exdqlm__wt__validation_rerun_after_0p4p0_integration/tools/merge_reports/full288_original288_static_shrink_rhsns_rebuild_20260409/configs/row_0008_run_config.rds","flat",240,2026049082,2026049082,2026049183,2026050091,2026059089
173,"static_shrink::gausmix::0p25::1000::ridge::al::mcmc","baseline_original","baseline_original","baseline","/home/jaguir26/local/src/exdqlm__wt__validation_rerun_after_0p4p0_integration/tools/merge_reports/LOCAL_original288_exactspec_multiseed_config_index_20260412.csv","/home/jaguir26/local/src/exdqlm__wt__validation_rerun_after_0p4p0_integration/tools/merge_reports/full288_original288_syncedbase_faithful_replay_20260407/configs/row_0187_run_config.rds","nested",60,209929,209929,210030,210938,219936
174,"static_shrink::gausmix::0p25::1000::ridge::al::vb","baseline_original","baseline_original","baseline","/home/jaguir26/local/src/exdqlm__wt__validation_rerun_after_0p4p0_integration/tools/merge_reports/LOCAL_original288_exactspec_multiseed_config_index_20260412.csv","/home/jaguir26/local/src/exdqlm__wt__validation_rerun_after_0p4p0_integration/tools/merge_reports/full288_original288_syncedbase_faithful_replay_20260407/configs/row_0087_run_config.rds","nested",60,199813,199813,199914,200822,209820
175,"static_shrink::gausmix::0p25::1000::ridge::exal::mcmc","hybrid_291_selection","static_local_override","rowfix9_R174_F085_sub2_s105_histshort_seed2026040474","/home/jaguir26/local/src/exdqlm__wt__validation_rerun_after_0p4p0_integration/tools/merge_reports/LOCAL_original288_exactspec_multiseed_config_index_20260412.csv","/home/jaguir26/local/src/exdqlm__wt__validation_rerun_after_0p4p0_integration/tools/merge_reports/full288_original288_syncedbase_faithful_replay_20260407/configs/row_0188_run_config.rds","nested",60,221247,221247,221348,222256,231254
176,"static_shrink::gausmix::0p25::1000::ridge::exal::vb","static_refresh_compact","current_rhsns_impl_refresh","rhsns_impl_refresh_20260329","/home/jaguir26/local/src/exdqlm__wt__validation_rerun_after_0p4p0_integration/tools/merge_reports/LOCAL_original288_exactspec_multiseed_config_index_20260412.csv","/home/jaguir26/local/src/exdqlm__wt__validation_rerun_after_0p4p0_integration/tools/merge_reports/full288_original288_syncedbase_faithful_replay_20260407/configs/row_0088_run_config.rds","nested",60,210731,210731,210832,211740,220738
177,"static_shrink::gausmix::0p95::100::rhs_ns::al::mcmc","legacy_mixed_prior_freeze","baseline_original","baseline","/home/jaguir26/local/src/exdqlm__wt__validation_rerun_after_0p4p0_integration/tools/merge_reports/LOCAL_original288_exactspec_multiseed_config_index_20260412.csv","/home/jaguir26/local/src/exdqlm__wt__validation_rerun_after_0p4p0_integration/tools/merge_reports/full288_original288_static_shrink_rhsns_rebuild_20260409/configs/row_0045_run_config.rds","flat",240,2026049451,2026049451,2026049552,2026050460,2026059458
178,"static_shrink::gausmix::0p95::100::rhs_ns::al::vb","legacy_mixed_prior_freeze","baseline_original","baseline","/home/jaguir26/local/src/exdqlm__wt__validation_rerun_after_0p4p0_integration/tools/merge_reports/LOCAL_original288_exactspec_multiseed_config_index_20260412.csv","/home/jaguir26/local/src/exdqlm__wt__validation_rerun_after_0p4p0_integration/tools/merge_reports/full288_original288_static_shrink_rhsns_rebuild_20260409/configs/row_0009_run_config.rds","flat",240,2026049090,2026049090,2026049191,2026050099,2026059097
179,"static_shrink::gausmix::0p95::100::rhs_ns::exal::mcmc","rhsns_exal_mcmc_repair_20260410","phase2_static_shrink_rhsns_exal_mcmc_mixing_repair","orig288_static_shrink_rhsns_exal_mcmc_repair_20260410","/home/jaguir26/local/src/exdqlm__wt__validation_rerun_after_0p4p0_integration/tools/merge_reports/LOCAL_original288_exactspec_multiseed_config_index_20260412.csv","/home/jaguir26/local/src/exdqlm__wt__validation_rerun_after_0p4p0_integration/tools/merge_reports/full288_original288_static_shrink_rhsns_exal_mcmc_repair_20260410/configs/row_0027_run_config.rds","flat",200,2026072182,2026072182,2026072283,2026073191,2026082189
180,"static_shrink::gausmix::0p95::100::rhs_ns::exal::vb","legacy_mixed_prior_freeze","current_rhsns_impl_refresh","rhsns_impl_refresh_20260329","/home/jaguir26/local/src/exdqlm__wt__validation_rerun_after_0p4p0_integration/tools/merge_reports/LOCAL_original288_exactspec_multiseed_config_index_20260412.csv","/home/jaguir26/local/src/exdqlm__wt__validation_rerun_after_0p4p0_integration/tools/merge_reports/full288_original288_static_shrink_rhsns_rebuild_20260409/configs/row_0010_run_config.rds","flat",240,2026049102,2026049102,2026049203,2026050111,2026059109
181,"static_shrink::gausmix::0p95::100::ridge::al::mcmc","baseline_original","baseline_original","baseline","/home/jaguir26/local/src/exdqlm__wt__validation_rerun_after_0p4p0_integration/tools/merge_reports/LOCAL_original288_exactspec_multiseed_config_index_20260412.csv","/home/jaguir26/local/src/exdqlm__wt__validation_rerun_after_0p4p0_integration/tools/merge_reports/full288_original288_syncedbase_faithful_replay_20260407/configs/row_0189_run_config.rds","nested",60,206994,206994,207095,208003,217001
182,"static_shrink::gausmix::0p95::100::ridge::al::vb","baseline_original","baseline_original","baseline","/home/jaguir26/local/src/exdqlm__wt__validation_rerun_after_0p4p0_integration/tools/merge_reports/LOCAL_original288_exactspec_multiseed_config_index_20260412.csv","/home/jaguir26/local/src/exdqlm__wt__validation_rerun_after_0p4p0_integration/tools/merge_reports/full288_original288_syncedbase_faithful_replay_20260407/configs/row_0091_run_config.rds","nested",60,197078,197078,197179,198087,207085
183,"static_shrink::gausmix::0p95::100::ridge::exal::mcmc","hybrid_291_selection","static_residual_broad_default","failband2_F085_sub2_s100","/home/jaguir26/local/src/exdqlm__wt__validation_rerun_after_0p4p0_integration/tools/merge_reports/LOCAL_original288_exactspec_multiseed_config_index_20260412.csv","/home/jaguir26/local/src/exdqlm__wt__validation_rerun_after_0p4p0_integration/tools/merge_reports/full288_original288_syncedbase_faithful_replay_20260407/configs/row_0190_run_config.rds","nested",60,218091,218091,218192,219100,228098
184,"static_shrink::gausmix::0p95::100::ridge::exal::vb","static_refresh_compact","current_rhsns_impl_refresh","rhsns_impl_refresh_20260329","/home/jaguir26/local/src/exdqlm__wt__validation_rerun_after_0p4p0_integration/tools/merge_reports/LOCAL_original288_exactspec_multiseed_config_index_20260412.csv","/home/jaguir26/local/src/exdqlm__wt__validation_rerun_after_0p4p0_integration/tools/merge_reports/full288_original288_syncedbase_faithful_replay_20260407/configs/row_0092_run_config.rds","nested",60,207775,207775,207876,208784,217782
185,"static_shrink::gausmix::0p95::1000::rhs_ns::al::mcmc","legacy_mixed_prior_freeze","baseline_original","baseline","/home/jaguir26/local/src/exdqlm__wt__validation_rerun_after_0p4p0_integration/tools/merge_reports/LOCAL_original288_exactspec_multiseed_config_index_20260412.csv","/home/jaguir26/local/src/exdqlm__wt__validation_rerun_after_0p4p0_integration/tools/merge_reports/full288_original288_static_shrink_rhsns_rebuild_20260409/configs/row_0047_run_config.rds","flat",240,2026049471,2026049471,2026049572,2026050480,2026059478
186,"static_shrink::gausmix::0p95::1000::rhs_ns::al::vb","legacy_mixed_prior_freeze","baseline_original","baseline","/home/jaguir26/local/src/exdqlm__wt__validation_rerun_after_0p4p0_integration/tools/merge_reports/LOCAL_original288_exactspec_multiseed_config_index_20260412.csv","/home/jaguir26/local/src/exdqlm__wt__validation_rerun_after_0p4p0_integration/tools/merge_reports/full288_original288_static_shrink_rhsns_rebuild_20260409/configs/row_0011_run_config.rds","flat",240,2026049110,2026049110,2026049211,2026050119,2026059117
187,"static_shrink::gausmix::0p95::1000::rhs_ns::exal::mcmc","rhsns_exal_mcmc_repair_20260410","phase2_static_shrink_rhsns_exal_mcmc_mixing_repair","orig288_static_shrink_rhsns_exal_mcmc_repair_20260410","/home/jaguir26/local/src/exdqlm__wt__validation_rerun_after_0p4p0_integration/tools/merge_reports/LOCAL_original288_exactspec_multiseed_config_index_20260412.csv","/home/jaguir26/local/src/exdqlm__wt__validation_rerun_after_0p4p0_integration/tools/merge_reports/full288_original288_static_shrink_rhsns_exal_mcmc_repair_20260410/configs/row_0032_run_config.rds","flat",200,2026041483,2026041483,2026041584,2026042492,2026051490
188,"static_shrink::gausmix::0p95::1000::rhs_ns::exal::vb","legacy_mixed_prior_freeze","current_rhsns_impl_refresh","rhsns_impl_refresh_20260329","/home/jaguir26/local/src/exdqlm__wt__validation_rerun_after_0p4p0_integration/tools/merge_reports/LOCAL_original288_exactspec_multiseed_config_index_20260412.csv","/home/jaguir26/local/src/exdqlm__wt__validation_rerun_after_0p4p0_integration/tools/merge_reports/full288_original288_static_shrink_rhsns_rebuild_20260409/configs/row_0012_run_config.rds","flat",240,2026049122,2026049122,2026049223,2026050131,2026059129
189,"static_shrink::gausmix::0p95::1000::ridge::al::mcmc","baseline_original","baseline_original","baseline","/home/jaguir26/local/src/exdqlm__wt__validation_rerun_after_0p4p0_integration/tools/merge_reports/LOCAL_original288_exactspec_multiseed_config_index_20260412.csv","/home/jaguir26/local/src/exdqlm__wt__validation_rerun_after_0p4p0_integration/tools/merge_reports/full288_original288_syncedbase_faithful_replay_20260407/configs/row_0191_run_config.rds","nested",60,210118,210118,210219,211127,220125
190,"static_shrink::gausmix::0p95::1000::ridge::al::vb","baseline_original","baseline_original","baseline","/home/jaguir26/local/src/exdqlm__wt__validation_rerun_after_0p4p0_integration/tools/merge_reports/LOCAL_original288_exactspec_multiseed_config_index_20260412.csv","/home/jaguir26/local/src/exdqlm__wt__validation_rerun_after_0p4p0_integration/tools/merge_reports/full288_original288_syncedbase_faithful_replay_20260407/configs/row_0095_run_config.rds","nested",60,200002,200002,200103,201011,210009
191,"static_shrink::gausmix::0p95::1000::ridge::exal::mcmc","baseline_original","baseline_original","baseline","/home/jaguir26/local/src/exdqlm__wt__validation_rerun_after_0p4p0_integration/tools/merge_reports/LOCAL_original288_exactspec_multiseed_config_index_20260412.csv","/home/jaguir26/local/src/exdqlm__wt__validation_rerun_after_0p4p0_integration/tools/merge_reports/full288_original288_syncedbase_faithful_replay_20260407/configs/row_0192_run_config.rds","nested",60,221436,221436,221537,222445,231443
192,"static_shrink::gausmix::0p95::1000::ridge::exal::vb","static_refresh_compact","current_rhsns_impl_refresh","rhsns_impl_refresh_20260329","/home/jaguir26/local/src/exdqlm__wt__validation_rerun_after_0p4p0_integration/tools/merge_reports/LOCAL_original288_exactspec_multiseed_config_index_20260412.csv","/home/jaguir26/local/src/exdqlm__wt__validation_rerun_after_0p4p0_integration/tools/merge_reports/full288_original288_syncedbase_faithful_replay_20260407/configs/row_0096_run_config.rds","nested",60,210920,210920,211021,211929,220927
193,"static_shrink::laplace::0p05::100::rhs_ns::al::mcmc","legacy_mixed_prior_freeze","baseline_original","baseline","/home/jaguir26/local/src/exdqlm__wt__validation_rerun_after_0p4p0_integration/tools/merge_reports/LOCAL_original288_exactspec_multiseed_config_index_20260412.csv","/home/jaguir26/local/src/exdqlm__wt__validation_rerun_after_0p4p0_integration/tools/merge_reports/full288_original288_static_shrink_rhsns_rebuild_20260409/configs/row_0049_run_config.rds","flat",240,2026049491,2026049491,2026049592,2026050500,2026059498
194,"static_shrink::laplace::0p05::100::rhs_ns::al::vb","legacy_mixed_prior_freeze","current_rhsns_impl_refresh","rhsns_impl_refresh_20260329","/home/jaguir26/local/src/exdqlm__wt__validation_rerun_after_0p4p0_integration/tools/merge_reports/LOCAL_original288_exactspec_multiseed_config_index_20260412.csv","/home/jaguir26/local/src/exdqlm__wt__validation_rerun_after_0p4p0_integration/tools/merge_reports/full288_original288_static_shrink_rhsns_rebuild_20260409/configs/row_0013_run_config.rds","flat",240,2026049130,2026049130,2026049231,2026050139,2026059137
195,"static_shrink::laplace::0p05::100::rhs_ns::exal::mcmc","legacy_mixed_prior_freeze","static_refresh_nonfail","static_exal_f080_sub2_s105_rhsns_current_20260403","/home/jaguir26/local/src/exdqlm__wt__validation_rerun_after_0p4p0_integration/tools/merge_reports/LOCAL_original288_exactspec_multiseed_config_index_20260412.csv","/home/jaguir26/local/src/exdqlm__wt__validation_rerun_after_0p4p0_integration/tools/merge_reports/full288_original288_static_shrink_rhsns_rebuild_20260409/configs/row_0050_run_config.rds","flat",240,2026040399,2026040399,2026040500,2026041408,2026050406
196,"static_shrink::laplace::0p05::100::rhs_ns::exal::vb","legacy_mixed_prior_freeze","current_rhsns_impl_refresh","rhsns_impl_refresh_20260329","/home/jaguir26/local/src/exdqlm__wt__validation_rerun_after_0p4p0_integration/tools/merge_reports/LOCAL_original288_exactspec_multiseed_config_index_20260412.csv","/home/jaguir26/local/src/exdqlm__wt__validation_rerun_after_0p4p0_integration/tools/merge_reports/full288_original288_static_shrink_rhsns_rebuild_20260409/configs/row_0014_run_config.rds","flat",240,2026049142,2026049142,2026049243,2026050151,2026059149
197,"static_shrink::laplace::0p05::100::ridge::al::mcmc","baseline_original","baseline_original","baseline","/home/jaguir26/local/src/exdqlm__wt__validation_rerun_after_0p4p0_integration/tools/merge_reports/LOCAL_original288_exactspec_multiseed_config_index_20260412.csv","/home/jaguir26/local/src/exdqlm__wt__validation_rerun_after_0p4p0_integration/tools/merge_reports/full288_original288_syncedbase_faithful_replay_20260407/configs/row_0193_run_config.rds","nested",60,205824,205824,205925,206833,215831
198,"static_shrink::laplace::0p05::100::ridge::al::vb","baseline_original","baseline_original","baseline","/home/jaguir26/local/src/exdqlm__wt__validation_rerun_after_0p4p0_integration/tools/merge_reports/LOCAL_original288_exactspec_multiseed_config_index_20260412.csv","/home/jaguir26/local/src/exdqlm__wt__validation_rerun_after_0p4p0_integration/tools/merge_reports/full288_original288_syncedbase_faithful_replay_20260407/configs/row_0099_run_config.rds","nested",60,195908,195908,196009,196917,205915
199,"static_shrink::laplace::0p05::100::ridge::exal::mcmc","syncedbase_targeted_followup_20260407","phase1_static_exal_primary","orig288_sync0p4p0_followup_20260407","/home/jaguir26/local/src/exdqlm__wt__validation_rerun_after_0p4p0_integration/tools/merge_reports/LOCAL_original288_exactspec_multiseed_config_index_20260412.csv","/home/jaguir26/local/src/exdqlm__wt__validation_rerun_after_0p4p0_integration/tools/merge_reports/full288_original288_syncedbase_targeted_followup_20260407/configs/row_0011_run_config.rds","nested",100,216921,216921,217022,217930,226928
200,"static_shrink::laplace::0p05::100::ridge::exal::vb","static_refresh_compact","current_rhsns_impl_refresh","rhsns_impl_refresh_20260329","/home/jaguir26/local/src/exdqlm__wt__validation_rerun_after_0p4p0_integration/tools/merge_reports/LOCAL_original288_exactspec_multiseed_config_index_20260412.csv","/home/jaguir26/local/src/exdqlm__wt__validation_rerun_after_0p4p0_integration/tools/merge_reports/full288_original288_syncedbase_faithful_replay_20260407/configs/row_0100_run_config.rds","nested",60,206605,206605,206706,207614,216612
201,"static_shrink::laplace::0p05::1000::rhs_ns::al::mcmc","legacy_mixed_prior_freeze","current_rhsns_impl_refresh","rhsns_impl_refresh_20260329","/home/jaguir26/local/src/exdqlm__wt__validation_rerun_after_0p4p0_integration/tools/merge_reports/LOCAL_original288_exactspec_multiseed_config_index_20260412.csv","/home/jaguir26/local/src/exdqlm__wt__validation_rerun_after_0p4p0_integration/tools/merge_reports/full288_original288_static_shrink_rhsns_rebuild_20260409/configs/row_0051_run_config.rds","flat",240,2026049511,2026049511,2026049612,2026050520,2026059518
202,"static_shrink::laplace::0p05::1000::rhs_ns::al::vb","legacy_mixed_prior_freeze","baseline_original","baseline","/home/jaguir26/local/src/exdqlm__wt__validation_rerun_after_0p4p0_integration/tools/merge_reports/LOCAL_original288_exactspec_multiseed_config_index_20260412.csv","/home/jaguir26/local/src/exdqlm__wt__validation_rerun_after_0p4p0_integration/tools/merge_reports/full288_original288_static_shrink_rhsns_rebuild_20260409/configs/row_0015_run_config.rds","flat",240,2026049150,2026049150,2026049251,2026050159,2026059157
203,"static_shrink::laplace::0p05::1000::rhs_ns::exal::mcmc","rhsns_exal_mcmc_repair_20260410","phase2_static_shrink_rhsns_exal_mcmc_mixing_repair","orig288_static_shrink_rhsns_exal_mcmc_repair_20260410","/home/jaguir26/local/src/exdqlm__wt__validation_rerun_after_0p4p0_integration/tools/merge_reports/LOCAL_original288_exactspec_multiseed_config_index_20260412.csv","/home/jaguir26/local/src/exdqlm__wt__validation_rerun_after_0p4p0_integration/tools/merge_reports/full288_original288_static_shrink_rhsns_exal_mcmc_repair_20260410/configs/row_0035_run_config.rds","flat",200,2026053206,2026053206,2026053307,2026054215,2026063213
204,"static_shrink::laplace::0p05::1000::rhs_ns::exal::vb","legacy_mixed_prior_freeze","current_rhsns_impl_refresh","rhsns_impl_refresh_20260329","/home/jaguir26/local/src/exdqlm__wt__validation_rerun_after_0p4p0_integration/tools/merge_reports/LOCAL_original288_exactspec_multiseed_config_index_20260412.csv","/home/jaguir26/local/src/exdqlm__wt__validation_rerun_after_0p4p0_integration/tools/merge_reports/full288_original288_static_shrink_rhsns_rebuild_20260409/configs/row_0016_run_config.rds","flat",240,2026049162,2026049162,2026049263,2026050171,2026059169
205,"static_shrink::laplace::0p05::1000::ridge::al::mcmc","static_refresh_compact","current_rhsns_impl_refresh","rhsns_impl_refresh_20260329","/home/jaguir26/local/src/exdqlm__wt__validation_rerun_after_0p4p0_integration/tools/merge_reports/LOCAL_original288_exactspec_multiseed_config_index_20260412.csv","/home/jaguir26/local/src/exdqlm__wt__validation_rerun_after_0p4p0_integration/tools/merge_reports/full288_original288_syncedbase_faithful_replay_20260407/configs/row_0195_run_config.rds","nested",60,208948,208948,209049,209957,218955
206,"static_shrink::laplace::0p05::1000::ridge::al::vb","baseline_original","baseline_original","baseline","/home/jaguir26/local/src/exdqlm__wt__validation_rerun_after_0p4p0_integration/tools/merge_reports/LOCAL_original288_exactspec_multiseed_config_index_20260412.csv","/home/jaguir26/local/src/exdqlm__wt__validation_rerun_after_0p4p0_integration/tools/merge_reports/full288_original288_syncedbase_faithful_replay_20260407/configs/row_0103_run_config.rds","nested",60,198832,198832,198933,199841,208839
207,"static_shrink::laplace::0p05::1000::ridge::exal::mcmc","hybrid_291_selection","static_local_override","repairmap7_R206_F0825_sub2_s1025_rwlong","/home/jaguir26/local/src/exdqlm__wt__validation_rerun_after_0p4p0_integration/tools/merge_reports/LOCAL_original288_exactspec_multiseed_config_index_20260412.csv","/home/jaguir26/local/src/exdqlm__wt__validation_rerun_after_0p4p0_integration/tools/merge_reports/full288_original288_syncedbase_faithful_replay_20260407/configs/row_0196_run_config.rds","nested",60,220266,220266,220367,221275,230273
208,"static_shrink::laplace::0p05::1000::ridge::exal::vb","static_refresh_compact","current_rhsns_impl_refresh","rhsns_impl_refresh_20260329","/home/jaguir26/local/src/exdqlm__wt__validation_rerun_after_0p4p0_integration/tools/merge_reports/LOCAL_original288_exactspec_multiseed_config_index_20260412.csv","/home/jaguir26/local/src/exdqlm__wt__validation_rerun_after_0p4p0_integration/tools/merge_reports/full288_original288_syncedbase_faithful_replay_20260407/configs/row_0104_run_config.rds","nested",60,209750,209750,209851,210759,219757
209,"static_shrink::laplace::0p25::100::rhs_ns::al::mcmc","legacy_mixed_prior_freeze","current_rhsns_impl_refresh","rhsns_impl_refresh_20260329","/home/jaguir26/local/src/exdqlm__wt__validation_rerun_after_0p4p0_integration/tools/merge_reports/LOCAL_original288_exactspec_multiseed_config_index_20260412.csv","/home/jaguir26/local/src/exdqlm__wt__validation_rerun_after_0p4p0_integration/tools/merge_reports/full288_original288_static_shrink_rhsns_rebuild_20260409/configs/row_0053_run_config.rds","flat",240,2026049531,2026049531,2026049632,2026050540,2026059538
210,"static_shrink::laplace::0p25::100::rhs_ns::al::vb","legacy_mixed_prior_freeze","baseline_original","baseline","/home/jaguir26/local/src/exdqlm__wt__validation_rerun_after_0p4p0_integration/tools/merge_reports/LOCAL_original288_exactspec_multiseed_config_index_20260412.csv","/home/jaguir26/local/src/exdqlm__wt__validation_rerun_after_0p4p0_integration/tools/merge_reports/full288_original288_static_shrink_rhsns_rebuild_20260409/configs/row_0017_run_config.rds","flat",240,2026049170,2026049170,2026049271,2026050179,2026059177
211,"static_shrink::laplace::0p25::100::rhs_ns::exal::mcmc","rhsns_exal_mcmc_repair_20260410","phase1_static_shrink_rhsns_exal_mcmc_crash_repair","orig288_static_shrink_rhsns_exal_mcmc_repair_20260410","/home/jaguir26/local/src/exdqlm__wt__validation_rerun_after_0p4p0_integration/tools/merge_reports/LOCAL_original288_exactspec_multiseed_config_index_20260412.csv","/home/jaguir26/local/src/exdqlm__wt__validation_rerun_after_0p4p0_integration/tools/merge_reports/full288_original288_static_shrink_rhsns_exal_mcmc_repair_20260410/configs/row_0009_run_config.rds","flat",200,2026041542,2026041542,2026041643,2026042551,2026051549
212,"static_shrink::laplace::0p25::100::rhs_ns::exal::vb","legacy_mixed_prior_freeze","current_rhsns_impl_refresh","rhsns_impl_refresh_20260329","/home/jaguir26/local/src/exdqlm__wt__validation_rerun_after_0p4p0_integration/tools/merge_reports/LOCAL_original288_exactspec_multiseed_config_index_20260412.csv","/home/jaguir26/local/src/exdqlm__wt__validation_rerun_after_0p4p0_integration/tools/merge_reports/full288_original288_static_shrink_rhsns_rebuild_20260409/configs/row_0018_run_config.rds","flat",240,2026049182,2026049182,2026049283,2026050191,2026059189
213,"static_shrink::laplace::0p25::100::ridge::al::mcmc","baseline_original","baseline_original","baseline","/home/jaguir26/local/src/exdqlm__wt__validation_rerun_after_0p4p0_integration/tools/merge_reports/LOCAL_original288_exactspec_multiseed_config_index_20260412.csv","/home/jaguir26/local/src/exdqlm__wt__validation_rerun_after_0p4p0_integration/tools/merge_reports/full288_original288_syncedbase_faithful_replay_20260407/configs/row_0197_run_config.rds","nested",60,205878,205878,205979,206887,215885
214,"static_shrink::laplace::0p25::100::ridge::al::vb","baseline_original","baseline_original","baseline","/home/jaguir26/local/src/exdqlm__wt__validation_rerun_after_0p4p0_integration/tools/merge_reports/LOCAL_original288_exactspec_multiseed_config_index_20260412.csv","/home/jaguir26/local/src/exdqlm__wt__validation_rerun_after_0p4p0_integration/tools/merge_reports/full288_original288_syncedbase_faithful_replay_20260407/configs/row_0107_run_config.rds","nested",60,195962,195962,196063,196971,205969
215,"static_shrink::laplace::0p25::100::ridge::exal::mcmc","hybrid_291_selection","static_refresh_nonfail","static_exal_f080_sub2_s105_rhsns_current_20260403","/home/jaguir26/local/src/exdqlm__wt__validation_rerun_after_0p4p0_integration/tools/merge_reports/LOCAL_original288_exactspec_multiseed_config_index_20260412.csv","/home/jaguir26/local/src/exdqlm__wt__validation_rerun_after_0p4p0_integration/tools/merge_reports/full288_original288_syncedbase_faithful_replay_20260407/configs/row_0198_run_config.rds","nested",60,216975,216975,217076,217984,226982
216,"static_shrink::laplace::0p25::100::ridge::exal::vb","static_refresh_compact","current_rhsns_impl_refresh","rhsns_impl_refresh_20260329","/home/jaguir26/local/src/exdqlm__wt__validation_rerun_after_0p4p0_integration/tools/merge_reports/LOCAL_original288_exactspec_multiseed_config_index_20260412.csv","/home/jaguir26/local/src/exdqlm__wt__validation_rerun_after_0p4p0_integration/tools/merge_reports/full288_original288_syncedbase_faithful_replay_20260407/configs/row_0108_run_config.rds","nested",60,206659,206659,206760,207668,216666
217,"static_shrink::laplace::0p25::1000::rhs_ns::al::mcmc","legacy_mixed_prior_freeze","baseline_original","baseline","/home/jaguir26/local/src/exdqlm__wt__validation_rerun_after_0p4p0_integration/tools/merge_reports/LOCAL_original288_exactspec_multiseed_config_index_20260412.csv","/home/jaguir26/local/src/exdqlm__wt__validation_rerun_after_0p4p0_integration/tools/merge_reports/full288_original288_static_shrink_rhsns_rebuild_20260409/configs/row_0055_run_config.rds","flat",240,2026049551,2026049551,2026049652,2026050560,2026059558
